11111;11111;1111*;111**;11***;1****;
11112;11112;111*1;111**;11***;1****;
11113;11113;1111*;111**;11***;1****;
11114;11114;1111*;111**;11***;1****;
11115;11115;1111*;111**;11***;1****;
11116;11116;1111*;111**;11***;1****;
11117;11117;1111*;111**;11***;1****;
11118;11118;1111*;111**;11***;1****;
11119;11119;1111*;111**;11***;1****;
11120;11120;1112*;111**;11***;1****;
11121;11121;1112*;111**;11***;1****;
11122;11122;1112*;111**;11***;1****;
11123;11123;1112*;111**;11***;1****;
11124;11124;1112*;111**;11***;1****;
11125;11125;1112*;111**;11***;1****;
11126;11126;1112*;111**;11***;1****;
11127;11127;1112*;111**;11***;1****;
11128;11128;1112*;111**;11***;1****;
11129;11129;1112*;111**;11***;1****;
11130;11130;1113*;111**;11***;1****;
11131;11131;1113*;111**;11***;1****;
11132;11132;1113*;111**;11***;1****;
11133;11133;1113*;111**;11***;1****;
11134;11134;1113*;111**;11***;1****;
11135;11135;1113*;111**;11***;1****;
11136;11136;1113*;111**;11***;1****;
11137;11137;1113*;111**;11***;1****;
11138;11138;1113*;111**;11***;1****;
11139;11139;1113*;111**;11***;1****;
11140;11140;1114*;111**;11***;1****;
11141;11141;1114*;111**;11***;1****;
11142;11142;1114*;111**;11***;1****;
11143;11143;1114*;111**;11***;1****;
11144;11144;1114*;111**;11***;1****;
11145;11145;1114*;111**;11***;1****;
11146;11146;1114*;111**;11***;1****;
11147;11147;1114*;111**;11***;1****;
11148;11148;1114*;111**;11***;1****;
11149;11149;1114*;111**;11***;1****;
11150;11150;1115*;111**;11***;1****;
11151;11151;1115*;111**;11***;1****;
11152;11152;1115*;111**;11***;1****;
11153;11153;1115*;111**;11***;1****;
11154;11154;1115*;111**;11***;1****;
11155;11155;1115*;111**;11***;1****;
11156;11156;1115*;111**;11***;1****;
11157;11157;1115*;111**;11***;1****;
11158;11158;1115*;111**;11***;1****;
11159;11159;1115*;111**;11***;1****;
11160;11160;1116*;111**;11***;1****;
11161;11161;1116*;111**;11***;1****;
11162;11162;1116*;111**;11***;1****;
11163;11163;1116*;111**;11***;1****;
11164;11164;1116*;111**;11***;1****;
11165;11165;1116*;111**;11***;1****;
11166;11166;1116*;111**;11***;1****;
11167;11167;1116*;111**;11***;1****;
11168;11168;1116*;111**;11***;1****;
11169;11169;1116*;111**;11***;1****;
11170;11170;1117*;111**;11***;1****;
11171;11171;1117*;111**;11***;1****;
11172;11172;1117*;111**;11***;1****;
11173;11173;1117*;111**;11***;1****;
11174;11174;1117*;111**;11***;1****;
11175;11175;1117*;111**;11***;1****;
11176;11176;1117*;111**;11***;1****;
11177;11177;1117*;111**;11***;1****;
11178;11178;1117*;111**;11***;1****;
11179;11179;1117*;111**;11***;1****;
11180;11180;1118*;111**;11***;1****;
11181;11181;1118*;111**;11***;1****;
11182;11182;1118*;111**;11***;1****;
11183;11183;1118*;111**;11***;1****;
11184;11184;1118*;111**;11***;1****;
11185;11185;1118*;111**;11***;1****;
11186;11186;1118*;111**;11***;1****;
11187;11187;1118*;111**;11***;1****;
11188;11188;1118*;111**;11***;1****;
11189;11189;1118*;111**;11***;1****;
11190;11190;1119*;111**;11***;1****;
11191;11191;1119*;111**;11***;1****;
11192;11192;1119*;111**;11***;1****;
11193;11193;1119*;111**;11***;1****;
11194;11194;1119*;111**;11***;1****;
11195;11195;1119*;111**;11***;1****;
11196;11196;1119*;111**;11***;1****;
11197;11197;1119*;111**;11***;1****;
11198;11198;1119*;111**;11***;1****;
11199;11199;1119*;111**;11***;1****;
11200;11200;1120*;112**;11***;1****;
11201;11201;1120*;112**;11***;1****;
11202;11202;1120*;112**;11***;1****;
11203;11203;1120*;112**;11***;1****;
11204;11204;1120*;112**;11***;1****;
11205;11205;1120*;112**;11***;1****;
11206;11206;1120*;112**;11***;1****;
11207;11207;1120*;112**;11***;1****;
11208;11208;1120*;112**;11***;1****;
11209;11209;1120*;112**;11***;1****;
11210;11210;1121*;112**;11***;1****;
11211;11211;1121*;112**;11***;1****;
11212;11212;1121*;112**;11***;1****;
11213;11213;1121*;112**;11***;1****;
11214;11214;1121*;112**;11***;1****;
11215;11215;1121*;112**;11***;1****;
11216;11216;1121*;112**;11***;1****;
11217;11217;1121*;112**;11***;1****;
11218;11218;1121*;112**;11***;1****;
11219;11219;1121*;112**;11***;1****;
11220;11220;1122*;112**;11***;1****;
11221;11221;1122*;112**;11***;1****;
11222;11222;1122*;112**;11***;1****;
11223;11223;1122*;112**;11***;1****;
11224;11224;1122*;112**;11***;1****;
11225;11225;1122*;112**;11***;1****;
